POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,1,3,BHK,1514,1,1,"Raj Nagar Extension,Ghaziabad",26.9,75.8,46.4
Dealer,0,0,3,BHK,1514,1,1,"Bellandur,Bangalore",12.9,77.7,80
Dealer,0,1,3,BHK,1514,1,0,"Sector-109 Gurgaon,Gurgaon",28.5,77.0,100
Dealer,0,1,3,BHK,1515,1,1,"Mulund (West),Lalitpur",19.2,73.0,300
Dealer,0,1,3,BHK,1515,1,1,"Sector-1 Vaishali,Ghaziabad",28.6,77.3,76
Dealer,0,0,3,BHK,1515,1,1,"Punawale,Pune",18.6,73.7,80
Dealer,0,0,3,BHK,1515,1,1,"Sector-27 Kharghar,Maharashtra",19.1,73.1,170
Owner,1,0,3,BHK,1515,0,1,"VENNALA,Ernakulam",10.0,76.3,85
Dealer,0,0,3,BHK,1515,1,1,"Sector-27 Kharghar,Mumbai",19.1,73.1,170
Owner,0,0,2,BHK,1515,1,1,"Rajarajeshwari Nagar,Bangalore",12.9,77.5,80
Dealer,0,0,3,BHK,1515,1,1,"Kharghar,Mumbai",19.0,73.1,150
Dealer,0,0,3,BHK,1515,1,1,"Wanwadi,Pune",18.5,73.9,95
Owner,0,0,3,BHK,1515,1,1,"Mannagudda,Mangalore",12.9,74.9,85
Dealer,0,0,3,BHK,1515,1,1,"Bendoorwell,Mangalore",12.9,74.9,72
Dealer,0,1,3,BHK,1515,1,1,"Sanganer,Jaipur",26.8,75.6,45
Dealer,0,1,3,BHK,1515,1,1,"Sector-1 Vaishali,Ghaziabad",28.6,77.3,76
Dealer,0,1,3,BHK,1515,1,1,"Sector-1 Vaishali,Ghaziabad",28.6,77.3,78
Dealer,0,1,3,BHK,1515,1,1,"Bommanahalli,Bangalore",12.9,77.6,93
Owner,0,0,3,BHK,1515,1,1,"VGP Layout,Bangalore",12.7,77.9,75
Dealer,0,0,3,BHK,1515,1,1,"Kharghar,Lalitpur",24.7,78.4,140
Owner,0,0,3,BHK,1515,1,1,"NIT Layout, Pratap Nagar,Nagpur",21.1,79.1,60
Dealer,0,0,3,BHK,1515,1,1,"Prince Anwar Shah Rd.,Kolkata",22.6,88.4,150
Dealer,0,1,3,BHK,1515,1,1,"Manpada,Lalitpur",24.7,78.4,140
Dealer,0,0,3,BHK,1516,1,1,"Karapakkam,Chennai",12.9,80.2,100
Dealer,0,0,3,BHK,1516,1,1,"Kharghar,Lalitpur",24.7,78.4,110
Dealer,0,0,3,BHK,1516,1,1,"Kharghar,Mumbai",19.0,73.1,180
Owner,0,1,3,BHK,1516,1,1,"Sector-119 Noida,Noida",28.6,77.4,75
Owner,1,0,3,BHK,1516,0,1,"Indira Nagar,Lucknow",26.9,81.0,65
Owner,0,1,3,BHK,1517,1,1,"Ambattur,Chennai",13.1,80.2,80
Dealer,0,0,3,BHK,1517,1,1,"Wadgaon Sheri,Pune",18.5,73.9,110
Dealer,0,0,3,BHK,1518,1,1,"Palanpur,Surat",21.2,72.8,55
Dealer,0,0,3,BHK,1518,1,1,"Dona Paula,Goa",15.5,73.8,110
Owner,0,0,3,BHK,1518,1,1,"Saraswathi Nagar,Chennai",18.5,79.1,110
Owner,0,0,3,BHK,1518,1,1,"Sector-62 Noida,Noida",28.6,77.4,80
Dealer,0,0,3,BHK,1518,1,1,"Kanakpura Road,Bangalore",12.9,77.6,92
Dealer,0,1,3,BHK,1518,1,1,"Perungudi,Chennai",13.0,80.2,130
Dealer,0,0,3,BHK,1518,1,1,"Seawoods,Maharashtra",19.0,73.0,190
Dealer,1,1,3,BHK,1518,0,1,"Sundarpada,Bhubaneswar",20.2,85.8,50.1
Owner,1,0,3,BHK,1518,0,1,"Bank More,Dhanbad",23.9,87.1,45
Dealer,1,0,3,BHK,1518,0,1,"Model Colony,Pune",30.1,77.3,260
Dealer,0,0,2,BHK,1519,1,1,"Dumduma,Bhubaneswar",20.2,85.8,48.6
Dealer,0,0,2,BHK,1519,1,1,"Kharghar,Maharashtra",19.0,73.1,150
Dealer,0,0,2,BHK,1519,1,1,"Kharghar,Mumbai",19.0,73.1,150
Dealer,0,0,3,BHK,1519,1,1,"Aundh,Pune",18.6,73.8,150
Dealer,0,0,2,BHK,1520,1,1,"Palam Vihar,Gurgaon",28.5,77.0,100
Dealer,1,0,3,BHK,1520,0,1,"Sundarpada,Bhubaneswar",20.2,85.8,51
Dealer,0,0,3,BHK,1520,1,1,"Kasavanhalli,Bangalore",12.9,77.7,80
Builder,1,1,3,BHK,1520,0,0,"Varthur,Bangalore",12.9,77.7,72.8
Dealer,0,0,3,BHK,1520,1,1,"Suraksha Nagar,Bangalore",20.1,79.1,96
Dealer,0,0,3,BHK,1520,1,1,"City Center,Gwalior",26.2,78.2,43
Owner,0,0,3,BHK,1520,1,1,"Pantharapalya,Bangalore",12.9,77.5,95
Owner,0,0,3,BHK,1520,1,1,"Chambenahalli,Bangalore",12.9,77.8,76
Dealer,1,1,3,BHK,1520,0,0,"Sundarpada,Bhubaneswar",20.2,85.8,53.2
Dealer,0,0,3,BHK,1520,1,1,"Sector 42 Faridabad,Faridabad",28.5,77.3,85
Dealer,0,0,3,BHK,1520,1,1,"Sector 42 Faridabad,Faridabad",28.5,77.3,85
Dealer,0,1,3,BHK,1520,1,1,"Taloja,Mumbai",19.1,73.1,66
Owner,0,0,3,BHK,1520,1,1,"Uppal,Secunderabad",17.4,78.6,80
Dealer,0,0,3,BHK,1520,1,1,"VHBCS Layout,Bangalore",13.0,77.6,150
Owner,0,0,3,BHK,1520,1,1,"Vyalikaval HBCS Layout,Bangalore",13.0,77.6,75
Owner,0,0,3,BHK,1520,1,1,"Whitefield,Bangalore",13.0,77.8,75
Dealer,0,0,3,BHK,1520,1,1,"Kharghar,Mumbai",19.0,73.1,130
Owner,0,1,3,BHK,1520,1,1,"Sector-129 Noida,Noida",28.5,77.4,65
Dealer,0,0,3,BHK,1520,1,1,"Kharghar,Lalitpur",24.7,78.4,130
Owner,0,0,3,BHK,1520,1,1,"Crossing Republik,Ghaziabad",28.6,77.4,55
Owner,0,0,3,BHK,1520,1,1,"Varthur,Bangalore",12.9,77.7,55
Owner,0,0,3,BHK,1520,1,1,"Mysore Road,Bangalore",13.0,77.6,91
Owner,0,0,3,BHK,1520,1,1,"Dooravani Nagar,Bangalore",13.0,77.6,100
Dealer,0,0,3,BHK,1520,1,1,"Kommadi,Visakhapatnam",17.8,83.3,50
Dealer,0,1,3,BHK,1520,1,1,"Sector-129 Noida,Noida",28.5,77.4,52.5
Dealer,1,1,3,BHK,1520,0,1,"Chandivali,Maharashtra",18.6,73.5,360
Dealer,0,1,3,BHK,1520,1,1,"Anna Salai,Chennai",13.0,80.2,280
Dealer,1,1,2,BHK,1521,0,1,"Sector-37 Bahadurgarh,Bahadurgarh",30.7,76.7,65.6
Dealer,0,0,3,BHK,1521,1,1,"New Town,Kolkata",22.6,88.5,80
Dealer,0,0,3,BHK,1521,1,1,"Whitefield,Bangalore",13.0,77.8,100
Dealer,0,0,3,BHK,1521,1,1,"Action Area III,Kolkata",22.5,88.3,73
Dealer,1,1,2,BHK,1521,0,1,"Sector-37 Bahadurgarh,Bahadurgarh",30.7,76.7,65
Dealer,0,1,3,BHK,1521,1,1,"Konanakunte,Bangalore",12.9,77.6,130
Dealer,0,1,3,BHK,1521,1,1,"Konanakunte,Bangalore",12.9,77.6,130
Dealer,0,1,2,BHK,1521,1,1,"Sector-37 Bahadurgarh,Bahadurgarh",30.7,76.7,67
Dealer,1,0,3,BHK,1522,0,1,"Garia,Kolkata",22.4,88.5,68.4
Dealer,0,0,3,BHK,1522,1,1,"New Town,Kolkata",22.6,88.5,70
Dealer,0,0,3,BHK,1522,1,1,"Thane West,Lalitpur",19.2,73.0,270
Dealer,0,0,3,BHK,1522,1,1,"New Town,Kolkata",22.6,88.5,74
Dealer,0,0,2,BHK,1522,1,1,"Rambaug Colony,Pune",18.5,73.8,140
Owner,0,1,2,BHK,1522,1,1,"Baner,Pune",18.6,73.8,99.5
Dealer,0,0,3,BHK,1522,1,1,"New Town,Kolkata",22.6,88.5,75
Dealer,0,0,3,BHK,1522,1,1,"Action Area III,Kolkata",22.5,88.3,78
Owner,0,0,3,BHK,1523,1,1,"Vasundhara Nagar,Bhiwadi",28.7,77.4,25
Dealer,0,0,3,BHK,1523,1,1,"Manpada,Maharashtra",19.2,73.0,280
Dealer,0,0,3,BHK,1523,1,1,"Sector 19 Nerul,Lalitpur",28.6,77.3,280
Owner,0,0,3,BHK,1523,1,1,"Ahinsa Khand 2,Ghaziabad",28.9,76.9,79.9
Dealer,0,1,2,BHK,1523,1,0,"Sarona,Raipur",21.2,81.6,39.6
Dealer,0,0,3,BHK,1523,1,1,"Surya Nagar,Chennai",20.3,85.8,75
Owner,0,1,3,BHK,1523,1,1,"Hosa Road,Bangalore",12.9,77.7,130
Dealer,0,1,3,BHK,1523,1,0,"Dronagiri,Mumbai",19.0,72.8,87.6
Dealer,1,1,3,BHK,1524,0,0,"Wakad,Pune",18.6,73.8,99
Dealer,0,1,3,BHK,1524,1,1,"Tathawade,Pune",18.6,73.7,100
Dealer,0,1,3,BHK,1524,1,1,"Wakad,Pune",18.6,73.8,100
Dealer,0,1,3,BHK,1524,1,1,"Pashan,Pune",18.5,73.8,100
Owner,0,0,3,BHK,1524,1,1,"Yelahanka,Bangalore",13.1,77.6,100
Dealer,0,0,3,BHK,1524,1,1,"Thanisandra,Bangalore",13.1,77.6,100
Dealer,0,0,3,BHK,1524,1,1,"Lakshminarayana Pura,Bangalore",13.0,77.6,120
Dealer,0,1,3,BHK,1524,1,1,"Dronagiri,Maharashtra",19.0,72.8,88.9
Dealer,1,1,3,BHK,1524,0,0,"Bhayli,Vadodara",22.3,73.1,35
Owner,0,0,3,BHK,1524,1,1,"Maheshtala,Kolkata",22.5,88.2,47
Dealer,0,0,3,BHK,1525,1,1,"BEML Layout,Bangalore",13.1,78.1,80.8
Dealer,0,0,3,BHK,1525,1,1,"Ramagondanahalli,Bangalore",13.0,77.6,130
Owner,0,1,3,BHK,1525,1,1,"Shan Boga Colony,Bangalore",13.0,77.6,130
Dealer,1,1,3,BHK,1525,0,0,"Porur,Chennai",13.0,80.2,80.8
Owner,0,1,3,BHK,1525,1,1,"Katara Hills,Bhopal",23.2,77.5,40
Dealer,0,0,3,BHK,1525,1,1,"Madhurawada,Visakhapatnam",17.8,83.4,61
Owner,0,0,3,BHK,1525,1,1,"Sector-51 Noida,Noida",28.5,77.4,150
Owner,0,0,3,BHK,1525,1,1,"Marathahalli,Bangalore",13.0,77.7,75
Owner,0,0,3,BHK,1525,1,1,"Bhattarahalli,Bangalore",13.0,77.7,75
Dealer,0,0,3,BHK,1525,1,1,"Chandivali,Lalitpur",24.7,78.4,300
Owner,0,1,3,BHK,1525,1,1,"Sector-75 Noida,Noida",28.6,77.4,110
Dealer,0,1,3,BHK,1525,1,1,"Dronagiri,Lalitpur",24.7,78.4,84.9
Dealer,0,0,3,BHK,1525,1,1,"Malad-w,Mumbai",19.2,72.8,200
Dealer,1,1,3,BHK,1525,0,1,"Porur,Chennai",13.0,80.2,80.8
Dealer,0,0,3,BHK,1525,1,1,"Noida Extension,Noida",28.6,77.4,65
Owner,0,0,3,BHK,1525,1,1,"Hanspal,Bhubaneswar",20.3,85.8,65
Dealer,0,1,3,BHK,1525,1,1,"Sector-75 Noida,Noida",28.6,77.4,95
Dealer,0,0,3,BHK,1525,1,1,"Marathahalli,Bangalore",13.0,77.7,95
Dealer,0,0,3,BHK,1525,1,1,"New Town,Kolkata",22.6,88.5,78
Owner,0,0,3,BHK,1525,1,1,"Talaghattapura,Bangalore",12.9,77.5,80
Dealer,0,1,3,BHK,1525,1,1,"Thoraipakkam,Chennai",12.9,80.2,160
Dealer,0,1,3,BHK,1525,1,1,"Sarona,Raipur",21.2,81.6,48
Owner,0,1,3,BHK,1525,1,1,"Sector 70 Faridabad,Faridabad",28.3,77.3,57
Owner,0,0,3,BHK,1525,1,1,"Crossing Republik,Ghaziabad",28.6,77.4,52
Owner,0,0,3,BHK,1525,1,1,"Jahangirpura,Surat",21.2,72.8,36
Owner,1,0,3,BHK,1526,0,1,"Patturaickal,Thrissur",10.5,76.2,55
Dealer,0,0,3,BHK,1526,1,1,"Nipania,Indore",22.8,75.9,48
Owner,0,0,3,BHK,1526,1,1,"KR Puram,Bangalore",13.0,77.7,63
Dealer,0,1,3,BHK,1526,1,1,"Horamavu Agara,Bangalore",13.0,77.7,110
Dealer,0,1,4,BHK,1526,1,1,"Worli,Mumbai",19.0,72.8,830
Owner,0,0,3,BHK,1526,1,1,"New Siddhapudur,Coimbatore",11.0,77.0,0.29
Builder,0,0,3,BHK,1526,1,0,"Anand Nagar,Bharatpur",27.2,77.5,39.7
Dealer,1,1,2,BHK,1526,0,1,"Uttardhauna,Lucknow",26.9,80.9,51.9
Dealer,0,0,3,BHK,1527,1,1,"Akshaya Nagar,Bangalore",13.0,77.6,130
Dealer,0,0,3,BHK,1527,1,1,"Akshaya Nagar,Bangalore",13.0,77.6,120
Owner,0,0,3,BHK,1527,1,1,"Volagerekallahalli,Bangalore",12.9,77.8,85
Dealer,1,1,2,BHK,1527,0,1,"Ambalipura,Bangalore",12.9,77.7,100
Owner,0,0,3,BHK,1527,1,1,"Singasandra,Bangalore",12.9,77.7,100
Dealer,0,0,3,BHK,1527,1,1,"Nipania,Indore",22.8,75.9,55
Dealer,1,0,3,BHK,1527,0,1,"Six Mile,Guwahati",26.1,91.8,65.1
Dealer,0,1,3,BHK,1528,1,1,"Sector-110 Noida,Noida",28.5,77.4,65
Dealer,0,1,3,BHK,1528,1,1,"Sector-110 Noida,Noida",28.5,77.4,65
Owner,0,1,3,BHK,1528,1,1,"Sector-168 Noida,Noida",28.5,77.4,65
Dealer,0,1,2,BHK,1528,1,1,"Wadala,Maharashtra",19.0,72.9,280
Dealer,0,0,3,BHK,1528,1,1,"Shankar Kalat Nagar,Pune",20.0,73.8,98
Dealer,0,0,3,BHK,1528,1,1,"Celebrity Paradise Layout,Bangalore",13.0,77.6,69.7
Dealer,1,1,3,BHK,1528,0,1,"Chembur,Maharashtra",19.1,72.9,350
Dealer,0,0,3,BHK,1528,1,1,"Kothrud,Pune",18.5,73.8,150
Owner,0,0,4,BHK,1528,1,1,"Sector 9 Vasundhara,Ghaziabad",28.7,77.4,75
Dealer,1,0,3,BHK,1529,0,1,"Tagore Nagar,Jaipur",26.9,75.7,79.5
Owner,0,0,3,BHK,1529,1,1,"Rajarajeshwari Nagar,Bangalore",12.9,77.5,68.8
Dealer,0,0,3,BHK,1529,1,1,"Kakkanad,Kochi",9.9,76.3,70
Dealer,0,0,3,BHK,1529,1,1,"Chitrakoot,Jaipur",26.9,75.9,84.1
Dealer,0,0,3,BHK,1529,1,1,"Sector 21 Kharghar,Lalitpur",19.0,73.1,130
Dealer,0,0,3,BHK,1529,1,1,"Sector 21 Kharghar,Maharashtra",19.0,73.1,130
Dealer,0,0,3,BHK,1529,1,0,"Mahesh Nagar,Mumbai",30.4,75.9,260
Dealer,1,0,3,BHK,1529,0,1,"Phoolbagan,Kolkata",22.5,88.3,130
Dealer,0,1,3,BHK,1530,1,1,"sector-121 Noida,Noida",28.6,77.4,110
Dealer,0,1,3,BHK,1530,1,1,"Majiwada,Lalitpur",19.2,73.0,190
Dealer,1,0,3,BHK,1530,0,1,"Baner,Pune",18.6,73.8,110
Dealer,0,0,3,BHK,1530,1,1,"Cossipore,Kolkata",22.6,88.4,110
Owner,0,0,3,BHK,1530,1,1,"K.K. Nagar,Chennai",13.0,80.2,200
Dealer,0,0,3,BHK,1530,1,1,"Harlur Road,Bangalore",12.9,77.7,76.5
Dealer,0,0,3,BHK,1530,1,1,"Mansarovar Extension,Jaipur",26.9,75.8,56
Owner,0,0,3,BHK,1530,1,1,"Rachenahalli,Bangalore",13.2,76.7,98
Dealer,0,0,3,BHK,1530,1,1,"Bangur,Kolkata",22.5,88.3,84
Owner,0,0,3,BHK,1530,1,1,"Valencia,Mangalore",12.9,74.9,73
Owner,0,0,3,BHK,1530,1,1,"Bhuwana,Udaipur",24.6,73.7,45
Dealer,1,1,3,BHK,1530,0,1,"Sector 86 Faridabad,Faridabad",28.4,77.3,52.1
Owner,0,0,2,BHK,1530,1,1,"Arya Nagar,Ghaziabad",28.8,77.5,110
Owner,0,0,3,BHK,1530,1,1,"Hat Hill,Mangalore",12.9,74.8,65
Dealer,0,0,3,BHK,1530,1,1,"NIBM,Pune",18.5,73.9,85
Owner,0,0,3,BHK,1530,1,1,"Crossing Republik,Ghaziabad",28.6,77.4,60
Owner,0,0,3,BHK,1530,1,1,"Jnana Ganga Nagar,Bangalore",13.0,77.5,60
Dealer,0,0,3,BHK,1530,1,1,"Crossing Republik,Ghaziabad",28.6,77.4,43
Owner,0,0,3,BHK,1530,1,1,"Jagdeo Path,Patna",25.6,85.1,69
Owner,0,1,3,BHK,1530,1,1,"Zirakpur,Chandigarh",30.7,76.8,52
Owner,0,0,3,BHK,1530,1,1,"Raayalam,Bhimavaram",16.5,81.5,52
Owner,0,1,3,BHK,1530,1,1,"Zirakpur,Chandigarh",30.7,76.8,55
Builder,0,0,3,BHK,1530,1,0,"Mansarovar Extension,Jaipur",26.9,75.8,58
Owner,0,0,2,BHK,1530,1,1,"Goraguntepalya,Bangalore",13.0,77.6,140
Owner,0,1,2,BHK,1530,1,1,"Tajganj,Agra",27.2,78.0,50
Owner,0,1,3,BHK,1530,1,1,"Pal Gaon,Jodhpur",26.2,73.3,50
Owner,0,0,3,BHK,1531,1,1,"Padmanabhanagar,Bangalore",12.9,77.6,110
Owner,0,0,3,BHK,1531,1,1,"Chandranagar,Palakkad",10.8,76.7,56
Owner,0,0,3,BHK,1531,1,1,"Mansarovar,Jaipur",26.9,75.8,70
Builder,1,1,2,BHK,1531,0,0,"Kunhari,Kota",25.0,75.9,54.2
Owner,0,0,3,BHK,1531,1,1,"Amalagiri,Kottayam",9.6,76.5,52
Dealer,0,1,3,BHK,1532,1,1,"Sector-69 Gurgaon,Gurgaon",28.4,77.0,100
Owner,0,0,3,BHK,1532,1,1,"Ballygunge Place,Kolkata",22.5,88.4,120
Dealer,0,0,3,BHK,1532,1,1,"Bhanu Nagar,Siliguri",26.7,88.4,75
Dealer,0,0,3,BHK,1532,1,1,"Suncity Heights Sec-36A,Rohtak",28.4,77.1,42
Owner,0,0,2,BHK,1532,1,1,"Mahadevpura,Bangalore",12.9,77.6,65
Dealer,0,1,3,BHK,1532,1,1,"Konanakunte,Bangalore",12.9,77.6,130
Dealer,0,0,3,BHK,1532,1,1,"Crossing Republik,Ghaziabad",28.6,77.4,51.9
Dealer,0,0,3,BHK,1533,1,1,"Varthur,Bangalore",12.9,77.7,100
Dealer,0,0,2,BHK,1533,1,1,"Goregaon (East),Mumbai",19.2,72.9,230
Dealer,0,0,3,BHK,1533,1,1,"Crossing Republik,Ghaziabad",28.6,77.4,52.9
Owner,0,0,4,BHK,1533,1,1,"Shyam Nagar,Kanpur",26.4,80.4,68
Owner,0,0,3,BHK,1533,1,1,"Tindlu,Bangalore",13.1,77.6,64.4
Owner,0,0,4,BHK,1533,1,1,"Sultan Palaya,Bangalore",50.8,4.4,120
Dealer,0,0,3,BHK,1533,1,1,"Nageshwar Colony,Patna",25.6,85.1,98
Owner,0,0,3,BHK,1533,1,1,"Maragondanahalli,Bangalore",13.2,77.6,58
Dealer,1,1,3,BHK,1533,0,1,"Prabhadevi,Maharashtra",19.0,72.8,640
Owner,0,1,3,BHK,1534,1,1,"Talacauvery Layout,Bangalore",13.0,77.6,100
Dealer,0,1,3,BHK,1534,1,1,"Thanisandra,Bangalore",13.1,77.6,100
Owner,0,0,3,BHK,1534,1,1,"Panchsheel Nagar,Ajmer",25.9,74.7,45.9
Dealer,0,0,3,BHK,1534,1,0,"Derebail,Mangalore",12.9,74.8,65.2
Dealer,0,0,2,BHK,1534,1,1,"Sector-84 Gurgaon,Gurgaon",28.4,77.0,83
Dealer,0,0,3,BHK,1534,1,1,"Jyoti Nagar,Siliguri",30.0,76.8,53.7
Dealer,0,0,3,BHK,1534,1,1,"Hiranandani Gardens - Powai,Lalitpur",19.1,72.9,590
Dealer,0,0,3,BHK,1535,1,1,"Sector 36 Kharghar,Lalitpur",19.1,73.1,110
Dealer,0,1,3,BHK,1535,1,1,"Sector - 1 Dharuhera,Dharuhera",28.2,76.8,37
Dealer,0,0,2,BHK,1535,1,0,"Sector-90 Gurgaon,Gurgaon",28.4,76.9,77.5
Dealer,0,0,3,BHK,1535,1,1,"Rajarhat,Kolkata",22.5,88.3,70
Dealer,0,0,3,BHK,1535,1,1,"Rajarhat,Kolkata",22.5,88.3,77
Dealer,1,0,3,BHK,1535,0,1,"Hebbal Kempapura,Bangalore",13.1,77.6,70.6
Owner,0,0,3,BHK,1535,1,1,"OMBR Layout,Bangalore",13.0,77.6,90
Dealer,0,0,3,BHK,1535,1,1,"Kenchenahalli,Bangalore",13.1,77.6,79
Dealer,0,0,3,BHK,1535,1,1,"Parappana Agrahara,Bangalore",12.9,77.7,120
Dealer,0,0,3,BHK,1535,1,1,"Suraksha Nagar,Bangalore",20.1,79.1,87
Owner,0,0,3,BHK,1535,1,1,"Vaishali Nagar,Jaipur",26.9,75.8,90
Dealer,1,1,3,BHK,1535,0,1,"Vrindavan Yojna,Lucknow",26.8,80.9,50.66
Dealer,0,0,3,BHK,1535,1,1,"Sector-2 Vrindavan Colony,Lucknow",28.6,77.3,58
Owner,0,0,3,BHK,1535,1,1,"Yelahanka,Bangalore",13.1,77.6,80
Owner,0,0,3,BHK,1535,1,1,"Malleshpalya,Bangalore",13.0,77.7,88
Dealer,0,1,3,BHK,1535,1,1,"Keshav Nagar,Pune",27.2,75.7,100
Owner,1,0,3,BHK,1536,0,1,"Phulnakhara,Bhubaneswar",20.3,85.8,57.6
Owner,0,0,3,BHK,1536,1,1,"Park Street,Kolkata",22.5,88.3,300
Dealer,0,0,3,BHK,1536,1,1,"Churi Wadi,Lalitpur",24.7,78.4,320
Dealer,0,0,3,BHK,1536,1,1,"Baner,Pune",18.6,73.8,160
Owner,0,0,3,BHK,1536,1,1,"Sector-34 Noida,Noida",28.6,77.4,120
Owner,0,0,3,BHK,1536,1,1,"Vrindavan Yojna,Lucknow",26.8,80.9,120
Owner,0,0,3,BHK,1536,1,1,"Volagerekallahalli,Bangalore",12.9,77.8,63
Dealer,1,1,3,BHK,1536,0,0,"Vasna-Bhayli-Road,Vadodara",22.3,73.1,32
Dealer,0,0,2,BHK,1536,1,1,"Sector-107 Gurgaon,Gurgaon",28.5,77.0,75
Dealer,0,0,3,BHK,1536,1,1,"Kadma,Jamshedpur",22.8,86.2,55
Dealer,0,0,2,BHK,1537,1,1,"Navodaya Nagar,Bangalore",15.4,75.0,98.3
Dealer,0,1,3,BHK,1537,1,1,"Sector-3 Vaishali,Ghaziabad",28.6,77.3,100
Dealer,0,0,3,BHK,1537,1,1,"Sector-119 Noida,Noida",28.6,77.4,77
Dealer,0,1,2,BHK,1537,1,1,"kavesar,Lalitpur",24.7,78.4,130
Dealer,0,0,3,BHK,1537,1,1,"Sector 20 Kharghar,Mumbai",19.0,73.1,180
Dealer,1,1,3,BHK,1538,0,1,"Sindhi Society Chembur,Lalitpur",19.0,72.9,240
Dealer,1,1,3,BHK,1538,0,1,"Sindhi Society Chembur,Maharashtra",19.0,72.9,240
Dealer,0,0,3,BHK,1538,1,1,"Ajmer Road,Jaipur",26.9,75.8,33.5
Owner,0,0,3,BHK,1538,1,1,"Yelahanka,Bangalore",13.1,77.6,73
Owner,0,0,3,BHK,1538,1,1,"Yelahanka,Bangalore",13.1,77.6,74
Dealer,0,0,3,BHK,1538,1,1,"Kharadi,Pune",18.5,73.9,110
Dealer,0,1,3,BHK,1539,1,1,"Sarjapur Road,Bangalore",12.9,77.8,83.9
Owner,0,0,3,BHK,1539,1,1,"Begur,Bangalore",12.9,77.6,78
Dealer,0,0,3,BHK,1539,1,1,"Ajmer Road,Jaipur",26.9,75.8,32
Dealer,1,1,3,BHK,1539,0,1,"Balkum,Maharashtra",19.2,73.0,150
Owner,0,0,4,BHK,1540,1,1,"rajarejasehwari nagar,Bangalore",50.8,4.4,45
Owner,0,0,3,BHK,1540,1,1,"Talawali Chanda,Indore",22.7,75.8,40
Owner,0,0,3,BHK,1540,1,1,"Jagatpura,Jaipur",26.8,75.8,52
Dealer,0,1,3,BHK,1540,1,1,"Sector - 1 Dharuhera,Dharuhera",28.2,76.8,32
Dealer,0,0,3,BHK,1540,1,1,"E M Bypass,Kolkata",22.5,88.3,95
Owner,0,0,3,BHK,1540,1,1,"Thalassery,Kannur",11.8,75.5,63
Owner,0,1,3,BHK,1540,1,1,"Raj Nagar Extension,Ghaziabad",26.9,75.8,53.9
Dealer,0,1,3,BHK,1540,1,1,"Sector 80 Faridabad,Faridabad",28.4,77.3,52.9
Owner,0,1,3,BHK,1540,1,1,"Taloja,Maharashtra",21.6,74.2,75
Owner,0,0,3,BHK,1540,1,1,"Ashok Nagar,Vijayawada",16.5,80.7,75
Owner,0,0,3,BHK,1540,1,1,"Yelahanka,Bangalore",13.1,77.6,100
Dealer,0,0,3,BHK,1540,1,1,"Bansdroni,Kolkata",22.5,88.4,70
Dealer,0,1,3,BHK,1540,1,1,"Sector - 1 Dharuhera,Dharuhera",28.2,76.8,34.5
Dealer,0,0,3,BHK,1540,1,1,"Action Area II,Kolkata",22.5,88.3,69
Owner,0,0,3,BHK,1540,1,1,"ITI Layout,Bangalore",13.0,77.6,110
Dealer,0,0,3,BHK,1540,1,1,"Jagadish Nagar,Bangalore",13.0,77.7,94
Owner,0,1,3,BHK,1540,1,1,"Lalghati,Bhopal",23.3,77.4,67
Owner,0,0,3,BHK,1540,1,1,"Jagatpura,Jaipur",26.8,75.8,40
Owner,0,1,3,BHK,1540,1,1,"Sector-143B Noida,Noida",28.5,77.4,80
Dealer,0,1,3,BHK,1540,1,1,"Amar Shaheed Path,Lucknow",26.8,81.0,66.6
Dealer,0,1,3,BHK,1540,1,1,"Amar Shaheed Path,Lucknow",26.8,81.0,66.4
Owner,0,0,3,BHK,1540,1,1,"Palarivattom,Kochi",9.9,76.3,78
Dealer,1,1,3,BHK,1540,0,1,"Amar Shaheed Path,Lucknow",26.8,81.0,65
Dealer,0,0,3,BHK,1540,1,1,"Garh Road,Meerut",29.0,77.7,38
Dealer,0,0,3,BHK,1540,1,1,"Damoder Colony,Meerut",29.4,78.3,38
Dealer,0,0,3,BHK,1540,1,1,"HSR Layout,Bangalore",12.9,77.6,63
Dealer,0,0,3,BHK,1541,1,1,"Mohamadwadi,Pune",18.5,73.8,130
Dealer,1,1,3,BHK,1541,0,0,"Hebbal,Bangalore",13.0,77.6,80
Dealer,0,0,3,BHK,1541,1,1,"Kharghar,Lalitpur",24.7,78.4,120
Dealer,0,0,3,BHK,1541,1,1,"Kharghar,Lalitpur",24.7,78.4,180
Dealer,1,1,3,BHK,1541,0,1,"Balewadi,Pune",18.1,74.7,80
Dealer,0,1,3,BHK,1541,1,1,"Ambattur,Chennai",13.1,80.2,70
Owner,0,1,3,BHK,1541,1,1,"Ambattur,Chennai",13.1,80.2,69
Dealer,1,1,3,BHK,1541,0,0,"Porur,Chennai",13.0,80.2,78.6
Dealer,0,0,4,BHK,1542,1,1,"Sector-20 Panchkula,Panchkula",30.7,76.9,65
Dealer,1,1,3,BHK,1542,0,1,"Porur,Chennai",13.0,80.2,78.6
Dealer,0,1,3,BHK,1542,1,1,"Whitefield,Bangalore",13.0,77.8,140
